Date;SE1 [MWh];SE2 [MWh];SE3 [MWh];SE4 [MWh]
1965-01-19;8349;20684;19977;4456
1965-01-20;8088;23839;19265;4188
1965-01-21;16051;34009;19536;3960
1965-01-22;22817;28513;18849;3640
1965-01-23;15423;20152;15560;3221
1965-01-24;9134;19061;14281;2934
1965-01-25;8744;18450;13917;2723
1965-01-26;8936;19531;13904;3044
1965-01-27;7537;18913;14692;2711
1965-01-28;6850;18769;16316;2686
1965-01-29;9055;20581;12264;2294
1965-01-30;9139;19727;11745;2139
1965-01-31;9845;18659;10972;2017
1965-02-01;9876;18732;10677;1945
1965-02-02;9133;18248;10330;1889
1965-02-03;12638;17559;10049;1844
1965-02-04;9967;23968;12023;2252
1965-02-05;6882;19192;10449;1787
1965-02-06;9559;22872;11183;1754
1965-02-07;11121;23900;11433;1752
1965-02-08;7260;21447;11097;1751
1965-02-09;12235;30698;10530;1806
1965-02-10;10400;25768;10128;1705
1965-02-11;11657;28024;9787;1730
1965-02-12;16396;22087;11208;2358
1965-02-13;13540;31138;9916;2538
1965-02-14;12694;21864;9351;2149
1965-02-15;5863;18414;8913;2089
1965-02-16;11101;21423;8514;1983
1965-02-17;11145;32742;9341;1897
1965-02-18;6515;18266;9352;1969
1965-02-19;6695;17746;8982;1747
1965-02-20;11143;19028;8432;1691
1965-02-21;6870;19418;8347;1643
1965-02-22;6265;18744;8233;1687
1965-02-23;11284;22793;7835;1568
1965-02-24;6328;16995;7645;1549
1965-02-25;5059;17592;7445;1463
1965-02-26;4942;16101;10612;2329
1965-02-27;5404;15023;7289;1372
1965-02-28;5970;16077;6937;1322
1965-03-01;5502;17554;6389;1274
1965-03-02;6473;16481;6291;1226
1965-03-03;9043;14953;6013;1180
1965-03-04;5963;13687;5981;1154
1965-03-05;4759;13177;5736;1092
1965-03-06;4840;14073;5727;1052
1965-03-07;4971;14895;6029;1016
1965-03-08;6591;15589;6353;995
1965-03-09;6851;16689;5238;937
1965-03-10;10409;21807;5190;902
1965-03-11;10646;13851;5212;868
1965-03-12;5365;12967;5020;836
1965-03-13;4967;13388;4958;805
1965-03-14;5009;12328;4983;775
1965-03-15;5771;12832;5331;883
1965-03-16;11096;20844;7040;1008
1965-03-17;11147;21531;6266;1645
1965-03-18;15319;33234;10878;1598
1965-03-19;28591;32897;13084;1807
1965-03-20;22617;24595;9774;1909
1965-03-21;7141;20478;9570;1919
1965-03-22;7669;18395;8998;1832
1965-03-23;5998;18061;9577;1814
1965-03-24;5467;16134;8315;2633
1965-03-25;4969;15370;7966;1904
1965-03-26;8972;16543;7686;2433
1965-03-27;5506;14533;7660;2189
1965-03-28;8592;30329;8084;2013
1965-03-29;11005;19706;8625;2048
1965-03-30;9052;20434;10357;2032
1965-03-31;12343;18530;11620;2105
1965-04-01;9381;20121;12645;2143
1965-04-02;11467;27288;13074;2086
1965-04-03;16022;24318;13744;1973
1965-04-04;7338;25765;15047;1855
1965-04-05;10701;32648;16749;1747
1965-04-06;6546;35131;17590;2834
1965-04-07;4430;32756;17096;2490
1965-04-08;4166;30478;16248;2136
1965-04-09;4080;28448;15967;2337
1965-04-10;4572;27209;17388;2198
1965-04-11;8265;28359;18543;2316
1965-04-12;4811;25779;15194;2351
1965-04-13;3749;31037;18375;2367
1965-04-14;5744;37013;16442;2115
1965-04-15;5022;42806;17918;2051
1965-04-16;9700;68703;22481;2269
1965-04-17;13057;69900;26012;2670
1965-04-18;9193;88278;35132;3534
1965-04-19;6087;88100;31513;2829
1965-04-20;6135;95803;32685;2718
1965-04-21;8193;108355;34238;2673
1965-04-22;8485;127451;37739;2504
1965-04-23;10029;153579;42165;2279
1965-04-24;13000;184122;47895;2319
1965-04-25;17713;209378;51759;2177
1965-04-26;23281;233293;51720;2239
1965-04-27;29949;259380;51562;2395
1965-04-28;36350;283266;52339;1966
1965-04-29;40870;313518;55361;1885
1965-04-30;42624;322146;58649;1773
1965-05-01;40322;312686;59867;1656
1965-05-02;35695;296441;58251;1514
1965-05-03;33037;289974;59370;1388
1965-05-04;33948;298826;61777;1425
1965-05-05;39634;315646;61179;1823
1965-05-06;52086;335430;58853;1368
1965-05-07;58439;350481;57570;1418
1965-05-08;63108;361965;59763;2001
1965-05-09;64469;374113;61424;2147
1965-05-10;82747;373633;56797;1767
1965-05-11;77989;345513;54602;1522
1965-05-12;71233;304266;51055;1393
1965-05-13;69475;270520;48827;1274
1965-05-14;60414;238319;45240;1159
1965-05-15;49752;209985;43230;1064
1965-05-16;58164;203098;43511;1219
1965-05-17;61938;186514;41304;1511
1965-05-18;47571;176634;41744;1025
1965-05-19;40217;168267;37721;990
1965-05-20;37762;154103;35056;1022
1965-05-21;32522;138419;32119;866
1965-05-22;29486;128222;29696;807
1965-05-23;28210;129066;29389;766
1965-05-24;29585;148112;30756;728
1965-05-25;37655;188483;34220;693
1965-05-26;41894;217403;38017;651
1965-05-27;44747;219115;41088;703
1965-05-28;43314;203497;39947;584
1965-05-29;43013;185245;38708;540
1965-05-30;43426;176447;37934;524
1965-05-31;47787;186086;35953;475
1965-06-01;59427;210282;34402;457
1965-06-02;67332;214366;33579;433
1965-06-03;74361;211838;32015;400
1965-06-04;84768;211894;30692;362
1965-06-05;100188;225870;29401;330
1965-06-06;123030;260173;28567;306
1965-06-07;159497;304260;30468;473
1965-06-08;209964;333895;28955;249
1965-06-09;250685;337034;26098;222
1965-06-10;259965;323072;30022;239
1965-06-11;237629;301714;29719;1125
1965-06-12;207333;268092;26386;857
1965-06-13;192795;243368;22448;339
1965-06-14;195127;225978;22365;378
1965-06-15;197744;204347;21532;199
1965-06-16;228751;200820;27074;531
1965-06-17;281505;201272;29343;576
1965-06-18;291402;195764;27065;1943
1965-06-19;279790;187238;23371;1563
1965-06-20;248257;164607;21350;617
1965-06-21;217580;170950;21145;381
1965-06-22;215972;163753;28517;1101
1965-06-23;200494;146926;21710;367
1965-06-24;186114;141276;23134;396
1965-06-25;186125;130639;21944;193
1965-06-26;220765;146669;27823;576
1965-06-27;246612;176401;20757;231
1965-06-28;235619;168210;19496;398
1965-06-29;201682;149773;17919;146
1965-06-30;169948;129445;19576;549
1965-07-01;151725;113317;15951;578
1965-07-02;131703;100716;18526;927
1965-07-03;115348;90263;14535;695
1965-07-04;106594;86529;13378;641
1965-07-05;101926;81735;15756;613
1965-07-06;100965;84060;16951;609
1965-07-07;104827;80926;17946;428
1965-07-08;106060;75212;14814;1972
1965-07-09;97455;68152;14673;1743
1965-07-10;87335;62922;15331;836
1965-07-11;82557;57434;15471;2612
1965-07-12;88993;66094;26029;1990
1965-07-13;100925;109258;18688;1400
1965-07-14;126580;98464;21069;1183
1965-07-15;123465;89189;18327;981
1965-07-16;109457;75678;16618;771
1965-07-17;95086;66358;15428;581
1965-07-18;88188;59777;14188;434
1965-07-19;84651;54809;13076;324
1965-07-20;83480;50226;12021;246
1965-07-21;82661;46596;11346;291
1965-07-22;87829;44245;15674;1432
1965-07-23;99176;48577;17220;1394
1965-07-24;110810;58318;20767;1160
1965-07-25;113560;61234;18057;1342
1965-07-26;119961;63814;16830;1538
1965-07-27;133722;111521;30202;1205
1965-07-28;123609;171743;32760;1099
1965-07-29;123578;182972;40201;3243
1965-07-30;111628;171159;39345;3126
1965-07-31;108225;151749;44469;2221
1965-08-01;99109;144322;47254;2540
1965-08-02;87454;140097;46133;3374
1965-08-03;78419;131521;40549;2527
1965-08-04;69092;113773;36159;2519
1965-08-05;67581;96956;35669;2138
1965-08-06;90312;106275;34835;1882
1965-08-07;109796;96618;29692;1723
1965-08-08;102796;87959;27188;1364
1965-08-09;88464;80570;25310;1168
1965-08-10;75025;73893;23424;1174
1965-08-11;62773;65937;20905;1179
1965-08-12;53707;59785;19047;859
1965-08-13;46265;54321;17439;769
1965-08-14;40942;49739;16273;697
1965-08-15;37479;45697;14998;613
1965-08-16;35081;42273;13813;542
1965-08-17;32698;39697;12894;488
1965-08-18;31174;37682;11960;458
1965-08-19;38979;43244;11563;414
1965-08-20;42807;46424;12908;546
1965-08-21;39070;40894;13059;475
1965-08-22;54433;51908;12653;348
1965-08-23;49258;50507;12557;1960
1965-08-24;59843;54806;15173;595
1965-08-25;57552;49190;12856;656
1965-08-26;62378;52754;13568;647
1965-08-27;51996;45745;12864;602
1965-08-28;49311;44178;12520;471
1965-08-29;56011;66943;20248;1054
1965-08-30;52340;84073;16964;1094
1965-08-31;47862;74105;16529;674
1965-09-01;41345;63716;15026;600
1965-09-02;37453;53968;14103;525
1965-09-03;33208;47982;16605;1183
1965-09-04;30085;50552;27172;1333
1965-09-05;28678;49633;25916;1816
1965-09-06;27407;45303;20484;2274
1965-09-07;30460;66765;39854;5353
1965-09-08;47761;89242;46624;6479
1965-09-09;58979;98108;49691;5280
1965-09-10;57918;92000;48328;4847
1965-09-11;65915;85637;45581;4414
1965-09-12;70459;87037;40149;4968
1965-09-13;58112;96454;36520;4153
1965-09-14;48545;99124;32993;3614
1965-09-15;40855;91364;29492;3065
1965-09-16;58935;123157;29740;2673
1965-09-17;60339;118835;27668;3023
1965-09-18;57233;144468;43285;2782
1965-09-19;55904;133795;38580;2487
1965-09-20;54720;164602;36994;2212
1965-09-21;52156;188843;37507;2073
1965-09-22;50675;173967;34269;1994
1965-09-23;42680;145196;31525;1692
1965-09-24;44178;119771;28323;1508
1965-09-25;37311;100934;25979;1338
1965-09-26;33736;88174;24269;1197
1965-09-27;33951;79591;26486;1370
1965-09-28;30021;73867;26589;2532
1965-09-29;27772;74879;51248;1584
1965-09-30;27430;69532;46948;1568
1965-10-01;24945;64983;43681;1640
1965-10-02;22808;59978;39909;1910
1965-10-03;21467;55841;36915;1568
1965-10-04;19587;51581;32402;1402
1965-10-05;22633;53304;30096;1265
1965-10-06;25635;60952;27714;1154
1965-10-07;26352;69731;24939;1057
1965-10-08;26888;66122;22716;982
1965-10-09;27574;64922;21084;929
1965-10-10;25287;59509;19575;889
1965-10-11;26751;61722;18556;856
1965-10-12;29556;69879;17358;831
1965-10-13;28877;77840;16226;796
1965-10-14;36843;77676;15370;765
1965-10-15;40089;104597;16868;761
1965-10-16;33416;102777;15584;706
1965-10-17;32812;119673;17117;747
1965-10-18;29699;127633;15337;657
1965-10-19;24756;124296;14693;629
1965-10-20;30888;109873;14084;604
1965-10-21;47731;98860;13543;584
1965-10-22;57101;87908;12845;553
1965-10-23;60704;78106;12464;530
1965-10-24;58667;70646;11853;508
1965-10-25;55768;64119;11374;492
1965-10-26;52821;60305;10885;469
1965-10-27;53557;70290;11799;736
1965-10-28;45982;85445;12339;769
1965-10-29;45292;81777;11158;778
1965-10-30;47413;81807;19858;2325
1965-10-31;41329;71544;12783;1584
1965-11-01;31799;69124;21959;4356
1965-11-02;33129;97566;22044;3584
1965-11-03;25967;84392;22392;3136
1965-11-04;25533;81713;18556;2974
1965-11-05;36133;103084;17558;2725
1965-11-06;33061;107489;16576;2361
1965-11-07;26501;91965;15462;1998
1965-11-08;27464;84034;14425;1729
1965-11-09;25900;75609;13596;1526
1965-11-10;23120;68328;12849;1343
1965-11-11;21264;63142;12356;1224
1965-11-12;20056;58655;12197;1134
1965-11-13;18785;55345;11725;1079
1965-11-14;18341;53112;10852;1042
1965-11-15;16147;49987;10598;956
1965-11-16;16997;49252;10006;931
1965-11-17;15517;46493;9647;908
1965-11-18;15314;43427;9653;883
1965-11-19;14026;42466;9575;866
1965-11-20;13420;40020;8916;841
1965-11-21;14777;38411;9298;821
1965-11-22;13772;37580;8458;801
1965-11-23;14805;38704;8323;829
1965-11-24;12275;35525;8670;1024
1965-11-25;11586;36349;11283;1259
1965-11-26;15802;47896;13494;1423
1965-11-27;25042;40712;9026;1457
1965-11-28;21343;34861;9272;1285
1965-11-29;15119;31502;8100;1101
1965-11-30;10839;32165;13348;1326
1965-12-01;17866;34565;8979;1132
1965-12-02;16386;29376;7877;1352
1965-12-03;11385;28529;9685;1984
1965-12-04;14603;38987;9196;1843
1965-12-05;17082;31713;8438;2822
1965-12-06;10921;27579;7596;2179
1965-12-07;12781;28096;7119;1897
1965-12-08;9967;25919;7688;2278
1965-12-09;12815;26232;14556;3591
1965-12-10;10280;29071;14863;3116
1965-12-11;8477;23563;7386;2830
1965-12-12;8669;22837;7170;2449
1965-12-13;8408;22232;7010;2165
1965-12-14;7882;23170;8265;2360
1965-12-15;7995;21620;6651;1755
1965-12-16;8474;21545;6527;1606
1965-12-17;11064;23961;7642;1559
1965-12-18;18829;32792;13625;2271
1965-12-19;11488;27132;6366;1979
1965-12-20;11407;25166;6210;1895
1965-12-21;11088;20917;6087;1867
1965-12-22;7794;22398;6187;1742
1965-12-23;7558;21868;7669;1640
1965-12-24;7550;27886;11211;1919
1965-12-25;10023;32408;12089;2785
1965-12-26;12571;39494;11341;2454
1965-12-27;18012;31702;7809;2557
1965-12-28;8886;21146;6372;2163
1965-12-29;8414;19036;6302;2120
1965-12-30;6939;18232;6581;3562
1965-12-31;7896;19659;6094;1947
1966-01-01;6637;17665;10523;2648
1966-01-02;6254;17277;6948;1735
1966-01-03;6096;17418;6032;1466
1966-01-04;12386;21986;5862;1395
1966-01-05;8435;18247;5806;1340
1966-01-06;6734;16272;5756;1295
1966-01-07;5846;15711;5639;1258
1966-01-08;5642;15318;5517;1228
1966-01-09;5924;15004;5522;1206
1966-01-10;6594;14577;5436;1184
1966-01-11;5839;14379;5294;1127
1966-01-12;5185;14188;5464;1109
1966-01-13;5073;13892;5784;1073
1966-01-14;5850;13579;6628;1233
1966-01-15;8286;13814;5083;1079
1966-01-16;8760;16813;5014;979
1966-01-17;8497;18685;5811;906
1966-01-18;13341;20769;5175;916
1966-01-19;11997;15963;4532;833
1966-01-20;5489;13690;4622;801
1966-01-21;5978;15605;4547;769
1966-01-22;5363;13975;5884;792
1966-01-23;5272;13629;5464;1030
1966-01-24;8001;14554;4379;692
1966-01-25;7370;14028;4224;662
1966-01-26;7628;16643;4191;638
1966-01-27;5345;12111;4882;627
1966-01-28;5177;12234;5148;594
1966-01-29;7138;36651;21748;697
1966-01-30;11197;37495;5786;666
1966-01-31;7428;15900;4926;587
1966-02-01;4540;15394;4395;600
1966-02-02;6128;14931;4324;635
1966-02-03;4913;13412;6896;815
1966-02-04;4860;12304;9282;1413
1966-02-05;6510;16598;13784;1449
1966-02-06;5923;14639;8643;866
1966-02-07;4974;12085;4705;621
1966-02-08;5400;13081;4350;617
1966-02-09;4284;17334;4206;596
1966-02-10;4562;12656;4241;594
1966-02-11;3814;10969;4270;556
1966-02-12;3709;10817;4092;556
1966-02-13;4293;11294;7411;1147
1966-02-14;3559;10508;14143;1460
1966-02-15;4260;17754;5326;567
1966-02-16;11953;16532;4256;522
1966-02-17;10375;16535;4719;538
1966-02-18;6156;11765;3977;564
1966-02-19;5298;13552;5697;904
1966-02-20;4909;12849;8473;588
1966-02-21;13001;31649;15088;611
1966-02-22;17142;20182;5791;740
1966-02-23;14382;17887;5381;861
1966-02-24;9870;13354;4587;1260
1966-02-25;5696;12403;8001;2800
1966-02-26;8384;21571;10817;3091
1966-02-27;4434;10974;6974;4041
1966-02-28;4093;11392;9307;4494
1966-03-01;4033;13600;7257;4906
1966-03-02;7307;13596;8065;5500
1966-03-03;11064;11711;8764;5442
1966-03-04;5973;13568;9036;5179
1966-03-05;7054;12959;11177;4827
1966-03-06;8145;16200;12602;4956
1966-03-07;12801;25494;12953;4757
1966-03-08;17285;21693;14269;4895
1966-03-09;4695;16914;14288;4956
1966-03-10;7147;21215;19895;6824
1966-03-11;4676;17956;15943;8275
1966-03-12;3815;13843;11632;7184
1966-03-13;4088;13309;10645;6218
1966-03-14;4205;16571;10651;5539
1966-03-15;5090;15019;8981;4671
1966-03-16;5196;27966;8668;3977
1966-03-17;3782;16519;9524;3725
1966-03-18;5976;16729;9502;3779
1966-03-19;21779;47174;9519;3431
1966-03-20;6107;21443;9824;3363
1966-03-21;6514;23367;10339;3595
1966-03-22;5534;22024;11029;3556
1966-03-23;6303;33715;13665;4865
1966-03-24;12394;31097;13748;5080
1966-03-25;14043;21691;11599;4787
1966-03-26;7199;16157;11876;4890
1966-03-27;6243;26648;20051;5657
1966-03-28;8047;25477;13159;5288
1966-03-29;11053;24647;10952;4592
1966-03-30;20840;16082;9536;4206
1966-03-31;8091;18107;10391;4103
1966-04-01;11076;18605;13876;4061
1966-04-02;4455;13908;11298;3702
1966-04-03;7241;32962;12705;3785
1966-04-04;14458;32146;15337;4137
1966-04-05;4874;17785;17616;4134
1966-04-06;5831;18866;15422;4243
1966-04-07;4731;18562;15636;4237
1966-04-08;4975;18513;16008;4073
1966-04-09;3985;17030;15665;3927
1966-04-10;3522;15936;14992;3650
1966-04-11;3407;15308;14249;3379
1966-04-12;3294;14643;13418;3090
1966-04-13;3191;14219;12732;3188
1966-04-14;3719;14178;12215;3205
1966-04-15;3202;13125;11586;2477
1966-04-16;3021;13089;11091;2447
1966-04-17;5666;14031;10694;2316
1966-04-18;5906;13352;10365;2173
1966-04-19;4158;12001;10136;2868
1966-04-20;3452;11820;10185;2118
1966-04-21;3341;11463;9567;1897
1966-04-22;2861;10806;9349;1921
1966-04-23;7094;15186;15634;3025
1966-04-24;6459;11843;11108;3355
1966-04-25;7840;17913;18398;4964
1966-04-26;5636;15802;15281;4883
1966-04-27;3282;20634;19694;5452
1966-04-28;4055;39297;26107;6057
1966-04-29;8123;79878;34316;6459
1966-04-30;12930;145272;48379;6680
1966-05-01;14252;198073;68505;6717
1966-05-02;20879;240227;87648;6531
1966-05-03;25777;276688;102442;6127
1966-05-04;32780;283082;108715;5909
1966-05-05;27766;260164;108756;7067
1966-05-06;24245;227845;99925;5723
1966-05-07;20782;204601;90504;5311
1966-05-08;24219;188468;82653;4829
1966-05-09;15845;177594;77599;4361
1966-05-10;14611;181845;76556;3780
1966-05-11;13491;202650;79266;3380
1966-05-12;15778;248232;82453;2883
1966-05-13;24845;316811;89615;2541
1966-05-14;42581;402407;99091;2264
1966-05-15;64154;477392;110885;2037
1966-05-16;81739;512192;118266;1852
1966-05-17;95379;552345;126581;1696
1966-05-18;122139;659521;142082;1556
1966-05-19;154747;753147;156353;1932
1966-05-20;203386;777888;161860;1791
1966-05-21;209987;735507;152581;1658
1966-05-22;186995;663165;152843;1539
1966-05-23;182398;639430;150435;2605
1966-05-24;161023;586157;136374;1766
1966-05-25;140468;522923;122540;1777
1966-05-26;124122;455842;111631;2544
1966-05-27;109175;399023;95916;1701
1966-05-28;96552;353172;84926;1543
1966-05-29;88748;317501;75999;1444
1966-05-30;85422;295301;69426;1316
1966-05-31;85922;284544;64423;1176
1966-06-01;91636;290201;61832;1110
1966-06-02;113924;283799;57106;1359
1966-06-03;116114;276587;53586;1081
1966-06-04;113936;264627;51500;1146
1966-06-05;105700;268015;49738;1776
1966-06-06;104656;279101;47869;1007
1966-06-07;103188;275849;45914;932
1966-06-08;115311;275770;44194;853
1966-06-09;147089;279342;41924;1113
1966-06-10;189595;279602;38907;1499
1966-06-11;222921;271091;35917;1021
1966-06-12;232534;253704;33462;875
1966-06-13;233161;234119;31002;738
1966-06-14;239823;216613;28290;639
1966-06-15;265946;206946;25912;561
1966-06-16;267290;184981;23586;565
1966-06-17;250925;162644;21542;959
1966-06-18;232274;143413;20026;441
1966-06-19;219340;127115;18304;384
1966-06-20;208935;112167;17471;613
1966-06-21;194760;103056;16556;346
1966-06-22;167907;101573;13452;359
1966-06-23;159380;99769;12909;400
1966-06-24;135986;96703;12558;302
1966-06-25;111947;83698;13766;391
1966-06-26;89550;72991;13380;326
1966-06-27;77321;65039;11580;1650
1966-06-28;66635;58599;13472;1530
1966-06-29;59762;53491;9704;617
1966-06-30;55678;50078;9724;361
1966-07-01;52891;57908;11635;367
1966-07-02;54345;59610;10345;434
1966-07-03;69362;74693;10197;238
1966-07-04;85295;64741;9164;399
1966-07-05;94577;81381;8900;257
1966-07-06;94957;63160;11965;927
1966-07-07;80440;56123;8871;670
1966-07-08;68902;50619;7062;213
1966-07-09;56901;49451;7373;159
1966-07-10;48583;82496;11106;123
1966-07-11;43575;89649;18146;886
1966-07-12;67619;153325;12885;455
1966-07-13;107234;164334;15148;1404
1966-07-14;106857;154489;18406;1084
1966-07-15;90677;140975;22330;589
1966-07-16;70238;118213;22759;398
1966-07-17;54042;98948;21541;555
1966-07-18;50529;85798;18669;319
1966-07-19;44661;74290;17028;240
1966-07-20;40291;64211;15475;167
1966-07-21;42853;58001;13936;110
1966-07-22;37790;60617;13101;61
1966-07-23;62355;99392;11605;25
1966-07-24;54256;92387;11035;6
1966-07-25;52201;97043;22669;1809
1966-07-26;58562;178460;17765;178
1966-07-27;118500;189012;15687;173
1966-07-28;148010;172145;14607;47
1966-07-29;150694;162579;14123;180
1966-07-30;122119;144566;15694;525
1966-07-31;97915;153891;16069;821
1966-08-01;88111;152056;14722;236
1966-08-02;70740;181061;29740;1105
1966-08-03;57699;224942;32843;685
1966-08-04;60155;237323;35013;2158
1966-08-05;78794;247251;41113;949
1966-08-06;97031;324483;54451;1382
1966-08-07;90729;342065;57623;880
1966-08-08;78380;310305;56639;930
1966-08-09;66363;290683;53049;798
1966-08-10;63261;254535;59514;1006
1966-08-11;53545;224465;48303;669
1966-08-12;46195;192351;47953;1338
1966-08-13;44888;166281;40794;1471
1966-08-14;39486;158698;65499;1625
1966-08-15;43067;146459;48250;1171
1966-08-16;38349;135483;43881;897
1966-08-17;40704;129618;39136;730
1966-08-18;40802;117247;34948;577
1966-08-19;38456;106513;31155;447
1966-08-20;36748;101454;28327;349
1966-08-21;34146;91302;25291;279
1966-08-22;29373;81796;23091;227
1966-08-23;27034;73432;21010;188
1966-08-24;24582;66584;19414;261
1966-08-25;25209;60897;17830;139
1966-08-26;29349;56338;16464;120
1966-08-27;27042;52024;15381;101
1966-08-28;26304;48477;14225;83
1966-08-29;25364;45269;13348;67
1966-08-30;22888;42490;12520;55
1966-08-31;24721;43002;12278;305
1966-09-01;30102;50366;13108;560
1966-09-02;23830;50496;15997;835
1966-09-03;37796;68733;16613;1408
1966-09-04;37640;63145;14962;1400
1966-09-05;57694;68732;12804;867
1966-09-06;61246;68609;13814;858
1966-09-07;78303;71376;12346;698
1966-09-08;72015;64213;11350;532
1966-09-09;57441;58044;10975;522
