Date;SE1 [MWh];SE2 [MWh];SE3 [MWh];SE4 [MWh]
2015-08-20;44841;50229;9449;43
2015-08-21;42327;47189;8929;28
2015-08-22;40084;44326;8432;13
2015-08-23;37952;41805;7957;5
2015-08-24;35814;39653;9331;240
2015-08-25;33939;42848;13865;458
2015-08-26;35253;52584;11550;17
2015-08-27;57792;111579;21755;1217
2015-08-28;88221;130061;13473;240
2015-08-29;83738;123483;12497;115
2015-08-30;80852;108157;11047;62
2015-08-31;69876;89701;15752;1216
2015-09-01;55980;75479;28358;789
2015-09-02;45070;68537;24079;341
2015-09-03;37757;61659;24106;568
2015-09-04;41150;66045;24324;1235
2015-09-05;40007;60902;36984;1820
2015-09-06;36283;57063;23658;1003
2015-09-07;34589;54362;22727;718
2015-09-08;29923;48936;20263;607
2015-09-09;27561;45286;18066;486
2015-09-10;25814;42330;16441;364
2015-09-11;24173;40033;15321;273
2015-09-12;22919;39270;14696;256
2015-09-13;22751;38397;14826;232
2015-09-14;21990;35592;18708;1408
2015-09-15;22691;42321;29001;1145
2015-09-16;31050;52663;34497;1352
2015-09-17;57758;134180;55856;1612
2015-09-18;120991;151666;56889;1064
2015-09-19;149594;154868;53528;1361
2015-09-20;128996;143351;49533;1169
2015-09-21;107478;131078;44382;1279
2015-09-22;94278;133386;44528;1410
2015-09-23;83607;122551;38879;1347
2015-09-24;68166;115103;42634;1173
2015-09-25;110282;123132;36787;1007
2015-09-26;128507;112847;33660;921
2015-09-27;108415;101683;30520;818
2015-09-28;89490;88869;27564;699
2015-09-29;92661;83915;24998;596
2015-09-30;114094;92858;22991;518
2015-10-01;141903;208447;21180;520
2015-10-02;152514;249279;19884;482
2015-10-03;133816;223896;18350;454
2015-10-04;107236;178874;17133;431
2015-10-05;79317;140853;16039;411
2015-10-06;61806;114660;15220;395
2015-10-07;50991;96760;14472;377
2015-10-08;43825;84331;13788;360
2015-10-09;38832;76129;13268;343
2015-10-10;35347;69924;13140;327
2015-10-11;36139;64684;12621;312
2015-10-12;37374;60225;12002;297
2015-10-13;42630;60182;11465;284
2015-10-14;42792;56197;11020;269
2015-10-15;63413;57691;10620;256
2015-10-16;73799;57783;10098;343
2015-10-17;76612;54220;9709;235
2015-10-18;65993;50739;9421;224
2015-10-19;56211;47904;9189;212
2015-10-20;48279;46305;9249;254
2015-10-21;45690;54955;9511;334
2015-10-22;48026;71171;9018;524
2015-10-23;43019;63603;8432;204
2015-10-24;49812;73392;8778;274
2015-10-25;51584;68309;8189;234
2015-10-26;52459;81574;8222;190
2015-10-27;40184;70460;8098;180
2015-10-28;35797;63531;7851;170
2015-10-29;31727;58029;7691;161
2015-10-30;30514;55946;7586;152
2015-10-31;40157;68741;7396;142
2015-11-01;50868;101137;7090;179
2015-11-02;65433;112663;6811;165
2015-11-03;94742;117031;6723;158
2015-11-04;100356;107113;6382;151
2015-11-05;83419;90734;7255;610
2015-11-06;67543;79198;9006;305
2015-11-07;58723;90335;18743;1984
2015-11-08;46942;88891;13512;1311
2015-11-09;49180;90923;14849;1556
2015-11-10;40552;83898;11822;1189
2015-11-11;35025;78470;12956;1710
2015-11-12;32132;71409;11859;1301
2015-11-13;40773;81023;17668;2348
2015-11-14;29884;62449;11467;1805
2015-11-15;25150;58013;11329;1471
2015-11-16;26215;75096;14548;1659
2015-11-17;29735;59293;11668;2462
2015-11-18;21461;49724;15512;2668
2015-11-19;21164;47358;13603;2257
2015-11-20;19358;44767;10696;1978
2015-11-21;17643;42754;10227;1866
2015-11-22;16894;42485;9587;1635
2015-11-23;16268;40238;9396;1470
2015-11-24;16427;39291;12135;1758
2015-11-25;16029;41574;9931;1631
2015-11-26;29085;54098;9418;1395
2015-11-27;20991;55223;11171;1603
2015-11-28;14337;55167;12656;2439
2015-11-29;22466;67123;18118;3874
2015-11-30;18009;54969;12798;2842
2015-12-01;14799;50434;12878;2680
2015-12-02;14154;50895;12924;2711
2015-12-03;27067;48490;14216;2596
2015-12-04;13679;48824;19250;2952
2015-12-05;21798;51178;20053;3918
2015-12-06;18888;51953;20621;4227
2015-12-07;22282;47354;18269;3540
2015-12-08;17354;51331;18794;3620
2015-12-09;19173;47099;17980;3226
2015-12-10;17037;47347;20158;3986
2015-12-11;16206;47782;17658;3967
2015-12-12;12438;42279;16285;3359
2015-12-13;13457;40789;15390;3120
2015-12-14;16208;40013;14478;2884
2015-12-15;19459;42494;13531;2533
2015-12-16;11489;36451;14090;2495
2015-12-17;14833;44746;15701;2258
2015-12-18;17620;42125;13034;2628
2015-12-19;16833;46175;13467;2501
2015-12-20;19057;58654;13430;2437
2015-12-21;14068;68018;15253;3529
2015-12-22;13642;77836;16605;4727
2015-12-23;13816;69968;15286;4471
2015-12-24;15765;72560;16866;4599
2015-12-25;21200;76071;15663;4633
2015-12-26;21371;69086;15145;4914
2015-12-27;14953;56947;20176;5766
2015-12-28;10869;51193;13731;4870
2015-12-29;9699;47242;13235;4360
2015-12-30;9857;44382;12791;3851
2015-12-31;10224;41948;13771;3566
2016-01-01;9045;40857;13519;3129
2016-01-02;9652;38584;11954;2796
2016-01-03;9474;37557;11197;2493
2016-01-04;8543;37890;11176;2283
2016-01-05;7883;33930;10818;2111
2016-01-06;7736;33044;10336;1975
2016-01-07;7686;32608;10987;1943
2016-01-08;7587;31178;12142;2212
2016-01-09;7092;30100;14208;2240
2016-01-10;7454;45214;14963;2279
2016-01-11;16143;40881;12539;1906
2016-01-12;10299;30765;9654;1854
2016-01-13;7098;27296;8943;1823
2016-01-14;6950;26506;8749;1772
2016-01-15;6948;26848;8817;1715
2016-01-16;7730;25533;8361;1693
2016-01-17;11169;36431;8245;1615
2016-01-18;7627;28460;8080;1926
2016-01-19;7817;24903;7871;1856
2016-01-20;7114;24353;7705;1501
2016-01-21;7909;24337;7539;1450
2016-01-22;7847;22974;7453;1399
2016-01-23;7367;28414;7644;1357
2016-01-24;9139;22157;7593;1367
2016-01-25;17177;25980;7830;1456
2016-01-26;14903;25021;9684;2264
2016-01-27;8182;23338;19998;3127
2016-01-28;7292;23053;16199;3057
2016-01-29;15673;38956;19835;4146
2016-01-30;14314;26114;19477;4636
2016-01-31;6974;22612;18729;4300
2016-02-01;6221;23889;20200;5340
2016-02-02;6610;21363;22213;5731
2016-02-03;10258;24704;17667;5061
2016-02-04;8340;24683;17101;4716
2016-02-05;5924;20140;17963;4537
2016-02-06;17765;31558;17211;4403
2016-02-07;13357;23614;18259;3913
2016-02-08;12457;24785;21583;4906
2016-02-09;13989;22382;21886;6254
2016-02-10;12919;25076;23964;5801
2016-02-11;8034;21110;20935;5502
2016-02-12;8248;26549;21717;5051
2016-02-13;10469;26621;19634;4568
2016-02-14;8655;19962;17471;3979
2016-02-15;7471;20266;16300;3475
2016-02-16;7372;20866;15345;3082
2016-02-17;5802;20219;14538;3040
2016-02-18;5523;17895;14564;2551
2016-02-19;5266;17879;13391;2349
2016-02-20;11316;28698;15476;3627
2016-02-21;11934;19606;12989;3492
2016-02-22;7615;17855;12406;3498
2016-02-23;9835;19070;11812;3355
2016-02-24;8372;18197;11540;3342
2016-02-25;5685;20889;11217;3131
2016-02-26;7914;18244;10990;2901
2016-02-27;6551;18987;10533;2656
2016-02-28;6527;16317;10227;2441
2016-02-29;5070;15611;10102;2262
2016-03-01;4934;15629;9476;2117
2016-03-02;4561;15269;15666;2628
2016-03-03;4961;16555;11242;2505
2016-03-04;5793;23150;12705;2165
2016-03-05;6149;15540;10406;2227
2016-03-06;7086;19136;15831;3552
2016-03-07;9509;24061;14145;2953
2016-03-08;7533;15522;10439;2851
2016-03-09;5043;14379;10078;2603
2016-03-10;9394;18243;9871;2469
2016-03-11;6459;13826;9643;2334
2016-03-12;4564;13615;9483;2201
2016-03-13;6085;16504;9430;2086
2016-03-14;6022;16479;10675;1985
2016-03-15;7575;18706;12335;1905
2016-03-16;13874;27308;14309;1854
2016-03-17;7738;39055;15760;1827
2016-03-18;8569;46283;15949;1799
2016-03-19;7351;42950;15840;1765
2016-03-20;6555;43809;16516;1721
2016-03-21;5024;40388;16415;1665
2016-03-22;5422;36749;16165;1742
2016-03-23;8838;29227;14903;1573
2016-03-24;8046;29514;14645;1595
2016-03-25;8355;30186;15233;1777
2016-03-26;4849;25313;13686;1483
2016-03-27;5653;26497;15594;1556
2016-03-28;4377;34184;15534;1599
2016-03-29;5397;48817;17327;1423
2016-03-30;7214;53247;19051;1738
2016-03-31;7572;51014;18656;1388
2016-04-01;6978;47443;17902;1365
2016-04-02;7359;48994;18536;1313
2016-04-03;8006;45655;18478;1333
2016-04-04;8146;53371;20872;1366
2016-04-05;9206;71381;28943;2039
2016-04-06;24639;101732;38413;2061
2016-04-07;14987;92733;37071;2317
2016-04-08;10958;91047;34763;1818
2016-04-09;9805;86609;31811;1701
2016-04-10;9928;80180;29339;1589
2016-04-11;11203;77521;27953;1454
2016-04-12;12832;76810;27059;1326
2016-04-13;9944;73114;25578;1561
2016-04-14;9713;72205;23920;1275
2016-04-15;11114;74724;26880;1654
2016-04-16;14444;69048;30104;1628
2016-04-17;8507;69093;28684;1833
2016-04-18;9295;80241;28662;1825
2016-04-19;8444;80093;27876;1723
2016-04-20;8098;86696;25829;1384
2016-04-21;9417;94068;25590;1268
2016-04-22;9143;91229;23570;1159
2016-04-23;10555;84245;23994;1068
2016-04-24;9016;79324;21872;1305
2016-04-25;12499;79686;19465;1403
2016-04-26;29537;70162;18320;1127
2016-04-27;35834;75296;17428;1499
2016-04-28;27085;96642;27088;1971
2016-04-29;38233;101730;21486;1456
2016-04-30;46624;124184;24047;1270
2016-05-01;56334;146991;24892;1174
2016-05-02;66877;165026;24271;1060
2016-05-03;79173;197506;25674;970
2016-05-04;95734;236602;27403;889
2016-05-05;109085;269083;28788;823
2016-05-06;121936;302625;30365;766
2016-05-07;134216;346971;32697;717
2016-05-08;147533;396640;35855;672
2016-05-09;153225;446784;38033;629
2016-05-10;147857;437571;38658;588
2016-05-11;134478;392704;37964;548
2016-05-12;125563;353973;37171;510
2016-05-13;115377;307194;37954;491
2016-05-14;106816;264987;32845;457
2016-05-15;102620;233987;28258;1299
2016-05-16;100202;213152;26041;608
2016-05-17;95416;195882;23208;426
2016-05-18;86514;188939;22049;404
2016-05-19;79115;170194;22815;409
2016-05-20;71331;187669;28909;809
2016-05-21;86683;195709;25261;537
2016-05-22;107010;251715;29840;342
2016-05-23;145300;346664;46674;293
2016-05-24;163868;356225;63255;257
2016-05-25;165278;340750;53684;267
2016-05-26;160457;325084;51261;202
2016-05-27;165872;328017;46045;242
2016-05-28;185642;340474;43380;211
2016-05-29;213572;349224;41922;126
2016-05-30;243397;354385;35007;99
2016-05-31;263538;351883;31749;129
2016-06-01;262290;338410;28433;64
2016-06-02;246618;320766;25505;38
2016-06-03;219885;279110;23209;9
2016-06-04;177354;230926;20966;15
2016-06-05;135374;192136;19157;-34
2016-06-06;113318;166928;17619;-52
2016-06-07;117429;158965;20258;-72
2016-06-08;107053;143006;15796;-88
2016-06-09;93268;126904;15628;31
2016-06-10;78578;113588;14543;-108
2016-06-11;74185;104357;13637;-124
2016-06-12;74595;98046;12175;-137
2016-06-13;74601;92048;11621;-149
2016-06-14;71603;86922;11193;443
2016-06-15;69874;84836;13301;168
2016-06-16;80420;96457;12381;216
2016-06-17;95356;110362;10334;-51
2016-06-18;113559;107514;11619;-167
2016-06-19;154978;105846;9426;-202
2016-06-20;161389;98403;14131;-186
2016-06-21;148947;95704;9936;-119
2016-06-22;128470;85549;8960;-15
2016-06-23;118842;85669;11445;205
2016-06-24;111831;104263;7365;-122
2016-06-25;103693;89151;6847;166
2016-06-26;96075;89501;11264;-229
2016-06-27;106681;88502;7054;-92
2016-06-28;124279;90752;6855;-280
2016-06-29;121958;82628;6491;91
2016-06-30;110704;82591;9352;164
2016-07-01;118302;83481;13996;694
2016-07-02;141777;104705;12560;934
2016-07-03;128471;98950;10717;433
2016-07-04;108315;89131;9951;243
2016-07-05;122972;78120;10258;847
2016-07-06;138716;69387;8564;851
2016-07-07;128939;61590;7943;170
2016-07-08;109249;57495;8426;-32
2016-07-09;88007;53406;9374;-72
2016-07-10;73006;50260;11151;678
2016-07-11;62487;65858;15097;501
2016-07-12;57992;78216;14846;277
2016-07-13;55313;80785;16153;-40
2016-07-14;49340;68219;14355;-48
2016-07-15;62803;62629;13122;648
2016-07-16;101080;66960;12031;-30
2016-07-17;99374;65024;11181;-71
2016-07-18;87619;56627;10344;-117
2016-07-19;69539;50205;9509;-174
2016-07-20;55950;44645;8219;-189
2016-07-21;47769;40930;7992;-202
2016-07-22;42843;38240;7222;-214
2016-07-23;39645;51746;7004;-227
2016-07-24;40134;54811;8406;-225
2016-07-25;40709;47490;10110;-245
2016-07-26;65253;78013;8979;-218
2016-07-27;65481;61254;10124;-206
2016-07-28;62465;70547;7837;-273
2016-07-29;61299;62278;8662;-244
2016-07-30;64765;110578;11891;-16
2016-07-31;106322;125585;11206;-145
2016-08-01;151854;125816;12123;96
2016-08-02;156491;119476;11676;-127
2016-08-03;148269;103207;15396;1415
2016-08-04;119052;89309;13454;658
2016-08-05;102806;90754;13954;238
2016-08-06;85118;76316;13925;-16
2016-08-07;80579;81747;11648;-102
2016-08-08;138744;98054;12698;379
2016-08-09;131987;96933;18103;76
2016-08-10;118383;89199;20287;296
2016-08-11;98881;80428;17666;564
2016-08-12;89287;82651;19855;631
2016-08-13;93749;91294;20052;1480
2016-08-14;75045;88154;17770;533
2016-08-15;63074;80920;16420;187
2016-08-16;51919;70549;14475;146
2016-08-17;43843;62743;13543;130
2016-08-18;40031;60901;13980;49
2016-08-19;58526;73501;16838;-63
2016-08-20;71354;69398;22570;13
2016-08-21;64437;66272;15068;17
2016-08-22;70494;69500;15941;404
2016-08-23;58588;59710;13168;-12
2016-08-24;60262;65597;12544;-50
2016-08-25;51643;57774;14906;-79
2016-08-26;88685;159784;15079;-97
2016-08-27;89258;148220;12487;-17
2016-08-28;80261;134118;27774;917
2016-08-29;65044;118123;22406;93
2016-08-30;56418;107404;17138;-6
2016-08-31;69557;117551;16283;-12
2016-09-01;72552;128662;14708;32
2016-09-02;68423;113625;14634;369
2016-09-03;73342;141521;15002;101
2016-09-04;74563;122278;12916;0
2016-09-05;62112;106145;11768;-11
2016-09-06;80528;119606;10998;-21
2016-09-07;88817;117634;10147;-15
2016-09-08;79427;103132;9571;-42
2016-09-09;73441;95863;9327;-51
2016-09-10;60521;92398;8852;-57
2016-09-11;93372;117674;9094;-65
2016-09-12;81490;105516;7943;-72
2016-09-13;70465;92957;7606;-80
2016-09-14;66546;82962;7607;-89
2016-09-15;55163;72776;7156;-97
2016-09-16;47423;65509;7160;-103
2016-09-17;41185;59485;6817;-107
2016-09-18;37170;54527;6045;-112
2016-09-19;34276;50553;5645;-117
2016-09-20;32107;47377;5533;-117
2016-09-21;29956;44814;5543;-124
2016-09-22;27944;46234;6437;-127
2016-09-23;26704;57662;9268;-86
2016-09-24;25288;52290;5723;-132
2016-09-25;31353;47606;5648;-135
2016-09-26;27787;44550;5282;-139
2016-09-27;28875;58208;10393;341
2016-09-28;50585;61285;8287;492
2016-09-29;73076;93157;8868;742
2016-09-30;72864;91220;6878;411
2016-10-01;73538;92117;6633;209
2016-10-02;66605;82020;6466;258
2016-10-03;54070;70551;6096;14
2016-10-04;44412;61354;5943;-9
2016-10-05;41631;54922;5738;-19
2016-10-06;37919;50197;5502;-22
2016-10-07;34221;46515;5386;-3
2016-10-08;30819;43751;5416;179
2016-10-09;27827;41278;6551;924
2016-10-10;25465;39209;4588;77
2016-10-11;23995;37284;4502;28
2016-10-12;24482;35619;4330;17
2016-10-13;22502;34037;4191;14
2016-10-14;21427;33353;4159;12
2016-10-15;20256;31789;4065;11
2016-10-16;19364;30406;3910;186
2016-10-17;18217;29636;3814;41
2016-10-18;17019;28762;4421;344
2016-10-19;16378;28365;4702;124
2016-10-20;16220;28233;3920;266
2016-10-21;15002;26881;4158;923
2016-10-22;15109;27196;9325;1008
2016-10-23;14765;26989;6945;513
2016-10-24;13771;27749;9614;494
2016-10-25;13454;25444;4495;318
2016-10-26;12927;27080;4893;454
2016-10-27;16280;32482;5235;1120
2016-10-28;14085;43203;3967;447
2016-10-29;13316;54999;3803;381
2016-10-30;12091;52102;3750;336
2016-10-31;12899;58525;16731;1480
2016-11-01;14143;51189;13405;825
2016-11-02;11896;41620;9355;680
2016-11-03;12364;38232;8944;729
2016-11-04;13167;39438;10018;1235
2016-11-05;10851;33816;10820;3257
2016-11-06;10430;32259;8771;1868
2016-11-07;10420;31833;8961;1611
2016-11-08;10367;30836;10148;1538
2016-11-09;10727;34344;8606;1394
2016-11-10;10323;30732;7358;1185
2016-11-11;9661;31249;6864;1017
2016-11-12;11344;26648;6385;892
2016-11-13;10311;24410;6308;806
2016-11-14;12292;32038;10355;1164
2016-11-15;19909;46584;8765;1361
2016-11-16;15871;49661;9577;1199
2016-11-17;23472;53279;10524;1582
2016-11-18;19052;44844;14450;1613
2016-11-19;11730;33597;11697;1410
2016-11-20;10292;33963;19223;1673
2016-11-21;18481;41937;15218;1408
2016-11-22;23808;53095;15264;1305
2016-11-23;9881;34151;18070;1224
2016-11-24;9799;36886;16999;1139
2016-11-25;28805;64265;17879;1072
2016-11-26;15026;45607;16110;1022
2016-11-27;14307;40433;14923;950
2016-11-28;19313;48525;13949;919
2016-11-29;22342;48439;13076;971
2016-11-30;17007;44403;12586;876
2016-12-01;14315;40503;11951;1033
2016-12-02;10879;37285;11018;848
2016-12-03;20456;40646;10616;839
2016-12-04;39451;59103;9965;827
2016-12-05;11073;44330;9629;804
2016-12-06;32728;40142;9264;784
2016-12-07;10354;45328;12761;1240
2016-12-08;11369;45058;9188;806
2016-12-09;9629;42691;12637;1452
2016-12-10;9162;40836;13384;1002
2016-12-11;16947;36058;10942;1038
2016-12-12;10254;36839;10596;987
2016-12-13;17373;38989;9899;982
2016-12-14;11106;30442;9060;934
2016-12-15;10203;31093;8788;918
2016-12-16;11646;29271;8548;898
2016-12-17;9377;28925;8642;987
2016-12-18;18115;37865;8098;877
2016-12-19;19573;45411;8441;909
2016-12-20;14246;49367;8591;833
2016-12-21;16101;50415;9208;882
2016-12-22;25414;49623;10424;1193
2016-12-23;18453;52111;12275;1426
2016-12-24;22791;50311;9852;1307
2016-12-25;15313;45748;9596;1376
2016-12-26;16202;38405;10448;1835
2016-12-27;18139;35544;9610;1344
2016-12-28;23778;42152;9286;1320
2016-12-29;16740;46536;8925;1273
2016-12-30;39104;69033;8785;1236
2016-12-31;19115;72310;9386;1811
2017-01-01;13781;63269;9006;1282
2017-01-02;10948;52174;8744;1252
2017-01-03;11358;64124;12870;1468
2017-01-04;9516;42657;8995;1225
2017-01-05;9434;38851;7946;1177
2017-01-06;15989;48074;8505;1159
2017-01-07;12159;38124;7476;1189
2017-01-08;22714;41321;7327;1124
2017-01-09;12420;34768;7537;1196
2017-01-10;23149;32365;8304;1122
2017-01-11;15983;44453;14501;2346
2017-01-12;13699;33144;8937;1844
2017-01-13;10834;31694;9051;1477
2017-01-14;11529;33340;8705;1445
2017-01-15;10688;31866;8427;1395
2017-01-16;10855;28251;8196;1346
2017-01-17;14888;29642;9835;1685
2017-01-18;22841;35328;7915;1421
2017-01-19;20094;37950;7764;1363
2017-01-20;13858;33876;7701;1332
2017-01-21;18351;40081;7601;1318
2017-01-22;19568;43601;7657;1368
2017-01-23;10668;43091;7292;1273
2017-01-24;13317;42425;7128;1258
2017-01-25;45956;45995;6963;1252
2017-01-26;21427;48846;7047;1202
2017-01-27;7890;50111;6909;1166
2017-01-28;9309;44960;6769;1128
2017-01-29;12117;47393;6854;1257
2017-01-30;12756;37687;6541;1071
2017-01-31;10328;34488;6494;1042
2017-02-01;13503;34365;6325;995
2017-02-02;8853;32231;6434;962
2017-02-03;7367;29718;5939;1031
2017-02-04;7852;29422;6892;1251
2017-02-05;7086;27819;6084;1026
2017-02-06;6524;26496;5896;1003
2017-02-07;6671;25190;5525;931
2017-02-08;6061;24070;5466;959
2017-02-09;6034;23630;5386;965
2017-02-10;5959;22850;5461;857
2017-02-11;6527;21906;5081;826
2017-02-12;11497;23769;4985;795
2017-02-13;8308;21412;4906;766
2017-02-14;7365;21112;4816;743
2017-02-15;5834;21722;4727;732
2017-02-16;11671;25748;6284;934
2017-02-17;13612;26795;4609;778
2017-02-18;11788;44674;5096;1061
2017-02-19;12778;43603;6519;1151
2017-02-20;8405;35808;8418;1453
2017-02-21;6579;31912;12750;1926
2017-02-22;19249;45404;10540;2263
2017-02-23;8446;29839;7794;1762
2017-02-24;9708;27198;7587;1676
2017-02-25;6630;26170;10330;2068
2017-02-26;6981;28394;7871;1928
2017-02-27;12855;32082;12415;2063
2017-02-28;16766;44753;12309;2193
2017-03-01;13873;26671;11514;2320
2017-03-02;8340;26289;11873;2294
2017-03-03;6060;25309;12094;2449
2017-03-04;5525;22158;10721;2267
2017-03-05;5455;21295;11356;3245
2017-03-06;5143;20601;8906;2538
2017-03-07;5232;21612;10122;2233
2017-03-08;9647;23304;9697;2126
2017-03-09;7311;18954;8170;1956
2017-03-10;9732;19806;7966;1813
2017-03-11;6345;18316;7885;1718
2017-03-12;8656;18615;7849;1653
2017-03-13;8621;21329;7985;1579
2017-03-14;6967;35541;8374;1564
2017-03-15;12177;31464;9201;1439
2017-03-16;9817;30189;10431;1578
2017-03-17;7583;26099;10357;1482
2017-03-18;6084;21844;10197;1547
2017-03-19;5210;20900;10473;1486
2017-03-20;5941;24803;16622;2241
2017-03-21;9179;28906;11015;2001
2017-03-22;10505;28093;10834;1761
2017-03-23;8279;24193;10496;1673
2017-03-24;6692;30814;9987;1610
2017-03-25;10433;27239;9782;1515
2017-03-26;16128;31417;11017;1410
2017-03-27;16146;39027;12361;1324
2017-03-28;6768;39570;12520;1246
2017-03-29;6455;34787;12153;1214
2017-03-30;6407;32222;15042;1883
2017-03-31;4652;32566;17614;1416
2017-04-01;4779;48655;12826;1293
2017-04-02;5043;43357;14054;1239
2017-04-03;12629;50852;14537;1172
2017-04-04;6978;64417;15155;1113
2017-04-05;10248;66678;15940;1230
2017-04-06;6326;65641;15403;1028
2017-04-07;5523;61078;15516;946
2017-04-08;12908;76067;15798;907
2017-04-09;8409;84908;19718;864
2017-04-10;14426;99961;20374;822
2017-04-11;6798;93219;20323;1268
2017-04-12;5704;82992;19201;1493
2017-04-13;5717;75195;20173;1835
2017-04-14;4861;67420;17595;1095
2017-04-15;4584;59680;16053;1179
2017-04-16;4212;54312;15039;1042
2017-04-17;4099;50131;14210;962
2017-04-18;7345;46730;13446;862
2017-04-19;5703;52785;12862;800
2017-04-20;10614;66018;12740;766
2017-04-21;10323;55377;13400;749
2017-04-22;8968;51981;13183;679
2017-04-23;9609;50775;13396;766
2017-04-24;6378;46643;19797;1746
2017-04-25;5562;46309;14642;1056
2017-04-26;4442;42852;13419;823
2017-04-27;4320;40986;13771;834
2017-04-28;4159;39623;14640;977
2017-04-29;4015;38140;12576;764
2017-04-30;8672;37646;12357;686
2017-05-01;8850;38998;12702;669
2017-05-02;4866;42181;13787;631
2017-05-03;5181;48707;15128;598
2017-05-04;8325;57674;16681;568
2017-05-05;10704;81139;21537;535
2017-05-06;14271;116517;27015;500
2017-05-07;17411;130912;30928;859
2017-05-08;15008;119867;26186;467
2017-05-09;12835;103301;23600;501
2017-05-10;11178;89777;21576;499
2017-05-11;9872;80364;19813;646
2017-05-12;9782;75741;17420;409
2017-05-13;12978;82870;18078;391
2017-05-14;8715;105926;21566;421
2017-05-15;8823;116438;20914;351
2017-05-16;10171;130107;23642;555
2017-05-17;18301;168426;25310;330
2017-05-18;38224;276934;39018;258
2017-05-19;50658;321506;48434;228
2017-05-20;65432;358916;51562;199
2017-05-21;80152;400051;50888;173
2017-05-22;93672;408546;47653;151
2017-05-23;103883;394578;41845;175
2017-05-24;112317;389506;37435;152
2017-05-25;118817;378567;32826;86
2017-05-26;117329;403739;29636;61
2017-05-27;145233;429610;26782;34
2017-05-28;139597;433151;26919;43
2017-05-29;129077;409850;25935;22
2017-05-30;112914;373714;28626;367
2017-05-31;99033;330530;24778;229
2017-06-01;84730;284064;22429;-11
2017-06-02;76632;248243;20817;-5
2017-06-03;74167;244641;19761;-27
2017-06-04;75727;301773;23941;666
2017-06-05;86509;337786;17783;-17
2017-06-06;100067;339472;16534;2519
2017-06-07;131920;368788;26765;2973
2017-06-08;181363;409226;21071;1969
2017-06-09;234086;419440;20202;1326
2017-06-10;265999;415243;17938;845
2017-06-11;287592;418027;18780;3538
2017-06-12;296103;433434;20843;2431
2017-06-13;291592;412039;18979;1808
2017-06-14;273009;381604;17705;1584
2017-06-15;253806;346726;16475;1562
2017-06-16;236634;347982;17869;2143
2017-06-17;233346;358471;14622;1266
2017-06-18;225852;336618;13321;952
2017-06-19;208761;308620;13762;765
2017-06-20;196422;280915;12644;543
2017-06-21;187248;250851;10919;374
2017-06-22;169054;219441;9972;249
2017-06-23;154720;227112;15422;1334
2017-06-24;197480;268577;11338;521
2017-06-25;227355;284756;13392;853
2017-06-26;230374;281497;11192;425
2017-06-27;213823;248968;9981;269
2017-06-28;183644;212434;9325;176
2017-06-29;158102;185965;8731;346
2017-06-30;151886;174155;8214;830
2017-07-01;166812;169513;7647;317
2017-07-02;192709;206629;8245;234
2017-07-03;274035;210297;9933;564
2017-07-04;252068;187515;7181;338
2017-07-05;205512;159947;7883;426
2017-07-06;164389;136431;6276;137
2017-07-07;138931;121571;8744;493
2017-07-08;131558;130477;10610;685
2017-07-09;140081;157893;7049;170
2017-07-10;161612;158011;6954;147
2017-07-11;192571;199907;9907;128
2017-07-12;236823;270523;10470;60
2017-07-13;319064;303464;9296;38
2017-07-14;371809;272328;8830;32
2017-07-15;315651;232418;9077;80
2017-07-16;277304;237228;13746;289
2017-07-17;242754;210958;9886;-6
2017-07-18;212756;188292;9343;-26
2017-07-19;178989;161691;8416;-44
2017-07-20;151199;141198;8487;-46
2017-07-21;132242;128231;7977;25
2017-07-22;129131;119633;7902;-85
2017-07-23;124122;112097;8362;373
2017-07-24;120416;103101;7905;143
2017-07-25;116832;95235;7620;17
2017-07-26;116304;93664;7807;-35
2017-07-27;115994;86304;10488;-11
2017-07-28;114798;95854;9695;-5
2017-07-29;142024;125571;12935;120
2017-07-30;150917;114462;9431;910
2017-07-31;168315;121259;8616;23
2017-08-01;195862;117671;8422;153
2017-08-02;172403;121350;9178;7
2017-08-03;139910;106262;15832;2389
2017-08-04;114704;112873;14799;1836
2017-08-05;98766;99438;16749;1049
2017-08-06;90510;92879;14301;716
2017-08-07;80584;97869;12887;468
2017-08-08;101795;93489;12151;333
2017-08-09;93701;99068;31059;559
2017-08-10;92833;94259;18316;186
2017-08-11;80683;94334;17256;111
2017-08-12;72508;91920;20083;516
2017-08-13;66857;92482;16576;105
2017-08-14;66272;85563;14550;42
2017-08-15;57667;88071;24932;1023
2017-08-16;80785;114754;17271;133
2017-08-17;66903;98859;21508;1114
2017-08-18;60946;95538;23798;1642
2017-08-19;81992;185346;29193;922
2017-08-20;102432;190690;26090;1463
2017-08-21;92685;170986;26045;930
2017-08-22;75312;140171;21378;720
2017-08-23;65960;125052;19107;532
2017-08-24;68153;113487;20237;641
2017-08-25;66714;99353;16536;1113
2017-08-26;57866;87239;15333;759
2017-08-27;50499;77199;13443;750
2017-08-28;45025;74614;12578;442
2017-08-29;49378;80869;13435;363
2017-08-30;56089;84231;13899;3320
2017-08-31;51189;85731;15885;1527
2017-09-01;49379;77723;12745;1348
2017-09-02;43254;70486;12211;1340
2017-09-03;38256;63870;15833;2220
2017-09-04;34699;59682;15759;1376
2017-09-05;31785;60008;13919;1250
2017-09-06;29794;61255;17159;1631
2017-09-07;27541;57445;13731;1458
